ID,YN_SEEN_STARWARS,YN_FAN_STARWARS,YN_SEEN_EPISODE_1,YN_SEEN_EPISODE_2,YN_SEEN_EPISODE_3,YN_SEEN_EPISODE_4,YN_SEEN_EPISODE_5,YN_SEEN_EPISODE_6,VAL_RANK_EPISODE_1,VAL_RANK_EPISODE_2,VAL_RANK_EPISODE_3,VAL_RANK_EPISODE_4,VAL_RANK_EPISODE_5,VAL_RANK_EPISODE_6,CAT_FAVOR_HAN_SOLO,CAT_FAVOR_LUKE,CAT_FAVOR_LEIA,CAT_FAVOR_ANAKIN,CAT_FAVOR_OBI_WAN,CAT_FAVOR_EMPEROR_PALPATINE,CAT_FAVOR_DARTH_VADER,CAT_FAVOR_LANDO,CAT_FAVOR_BOBA_FETT,CAT_FAVOR_C3PO,CAT_FAVOR_R2D2,CAT_FAVOR_JARJAR,CAT_FAVOR_PADME,CAT_FAVOR_YODA,CAT_WHO_SHOT_FIRST,YN_KNOW_EXPANDED_UNIVERSE,YN_FAN_EXPANDED_UNIVERSE,YN_FAN_STAR_TREK,IND_DEMOGRAPHIC_FEMALE,CAT_DEMOGRAPHIC_AGE,CAT_DEMOGRAPHIC_INCOME,CAT_DEMOGRAPHIC_EDUCATION,CAT_DEMOGRAPHIC_LOCATION
3290337251,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,1,3,6,4,5,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,NA,Yes,0,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3290335343,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290329580,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,30-44,NA,NA,New England
3290328309,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,2,1,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),NA,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3290325811,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,1,2,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Han,Yes,Yes,Yes,0,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3290324518,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,No,1,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290320007,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,3,1,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,0,30-44,"$25,000 - $49,999",Bachelor degree,New England
3290318577,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,NA,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,NA,No,1,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290317691,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,NA,NA,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,Yes,Yes,Yes,1,30-44,"$150,000+",Graduate degree,Pacific
3290316632,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,5,3,4,6,1,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,NA,Yes,0,> 60,NA,High school degree,South Atlantic
3290316375,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,1,5,6,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,NA,Yes,1,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
3290315336,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,4,5,6,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Greedo,Yes,Yes,Yes,1,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3290310304,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$0 - $24,999",High school degree,West South Central
3290309722,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,3,1,5,6,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,Yes,Yes,Yes,1,> 60,"$100,000 - $149,999",Bachelor degree,Pacific
3290309711,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,2,1,4,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,Yes,0,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3290304610,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290297761,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290296317,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Greedo,No,NA,No,1,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3290295809,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,3,1,2,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,0,45-60,NA,Graduate degree,East North Central
3290294922,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$100,000 - $149,999",Graduate degree,East North Central
3290294142,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290292697,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,5,1,2,3,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Han,Yes,No,Yes,1,45-60,"$150,000+",Bachelor degree,Mountain
3290289176,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290287101,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$50,000 - $99,999",High school degree,South Atlantic
3290283817,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,3,6,5,1,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,Yes,No,Yes,1,> 60,NA,High school degree,Pacific
3290283139,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,5,6,3,2,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,Yes,Yes,Yes,1,> 60,"$50,000 - $99,999",High school degree,East North Central
3290280642,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,45-60,"$0 - $24,999",Graduate degree,West South Central
3290279732,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,No,NA,No,0,30-44,"$50,000 - $99,999",High school degree,Middle Atlantic
3290269777,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,3,6,4,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Yes,No,No,1,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3290268027,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,NA,Bachelor degree,East North Central
3290266084,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,6,1,4,5,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),NA,Very favorably,Very favorably,NA,NA,Very unfavorably,I don't understand this question,No,NA,Yes,0,> 60,NA,Graduate degree,West South Central
3290262568,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,4,5,6,2,3,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,NA,No,0,45-60,"$25,000 - $49,999",Graduate degree,East North Central
3290257673,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,6,5,1,2,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,I don't understand this question,No,NA,No,0,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3290249464,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA
3290248279,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$100,000 - $149,999",Graduate degree,West South Central
3290248167,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290229579,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,2,1,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,> 60,NA,Some college or Associate degree,Pacific
3290227264,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,3,6,4,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Han,No,NA,Yes,0,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3290225128,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3290223393,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,5,4,1,6,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,I don't understand this question,No,NA,Yes,1,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3290216970,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,4,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,No,NA,No,1,18-29,"$0 - $24,999",Bachelor degree,New England
3290213089,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Han,Yes,No,No,0,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
3290210801,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,0,45-60,NA,Graduate degree,West North Central
3290209773,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,3,2,1,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,Yes,1,> 60,NA,Some college or Associate degree,Middle Atlantic
3290209744,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,2,1,3,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Yes,Yes,Yes,0,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3290206907,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,3,1,2,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very unfavorably,Very unfavorably,Somewhat favorably,I don't understand this question,No,NA,Yes,0,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290203063,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,6,5,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,NA,Yes,0,45-60,"$150,000+",Bachelor degree,New England
3290201752,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,2,1,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Very favorably,Very favorably,NA,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Han,No,NA,No,1,> 60,"$150,000+",High school degree,Pacific
3290196296,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,1,3,4,5,6,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Greedo,No,NA,No,1,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290193368,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290191566,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,1,6,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,I don't understand this question,No,NA,Yes,1,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3290188213,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,5,6,4,1,3,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,0,18-29,NA,Bachelor degree,East South Central
3290185244,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,3,4,5,2,6,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),I don't understand this question,No,NA,No,1,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
3290184813,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290182531,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3290180442,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,NA,Some college or Associate degree,South Atlantic
3290176915,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290176563,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,1,5,6,3,2,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Han,Yes,No,Yes,1,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
3290174629,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$100,000 - $149,999",Graduate degree,Mountain
3290174048,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290173775,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Yes,Yes,Yes,1,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290173176,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,2,1,3,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Han,Yes,No,No,0,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
3290167473,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,1,2,6,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),I don't understand this question,No,NA,No,0,> 60,"$150,000+",Bachelor degree,Pacific
3290164098,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290159455,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$0 - $24,999",High school degree,South Atlantic
3290159056,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$25,000 - $49,999",Less than high school degree,Pacific
3290157529,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,1,3,4,5,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,I don't understand this question,No,NA,Yes,1,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3290149698,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,6,3,2,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,NA,NA,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,NA,No,1,30-44,"$0 - $24,999",Graduate degree,South Atlantic
3290148834,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,1,5,6,2,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,I don't understand this question,No,NA,No,1,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290145517,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,5,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,I don't understand this question,No,NA,Yes,0,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3290142232,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,1,2,5,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Han,No,NA,Yes,0,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3290139192,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,6,4,5,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,0,> 60,"$50,000 - $99,999",Graduate degree,Mountain
